job_id,job_title,industry,location,salary_usd,skills_required,remote_option,company_size,posting_date,salary_usd_normalized
450,Renewable Energy Engineer,Green Tech,Tokyo,187071,"Energy Modeling, Climate Data Analysis",1,2,2025-05-24,0.6853688174140027
2228,Smart Contract Engineer,Blockchain,London,243521,"Solidity, Ethereum",0,2,2025-04-20,0.9676512798971881
5757,Sustainability Analyst,Green Tech,Berlin,203715,"Energy Modeling, Climate Data Analysis",1,3,2025-09-13,0.7685983888147137
811,Quantum Software Developer,Quantum Computing,Singapore,72459,"Quantum Algorithms, Qiskit",0,1,2025-01-05,0.11224290793441244
4181,Smart Contract Engineer,Blockchain,London,79970,"Ethereum, Rust",0,1,2025-01-09,0.14980222725613446
9001,AI Engineer,AI,London,116761,"Python, TensorFlow",0,1,2025-01-17,0.33377838451421915
5439,Sustainability Analyst,Green Tech,Tokyo,109684,"Energy Modeling, Climate Data Analysis",1,2,2025-11-04,0.2983893147711987
7534,Sustainability Analyst,Green Tech,Dubai,69856,"Energy Modeling, Climate Data Analysis",1,2,2025-12-20,0.09922641103726926
6370,Quantum Software Developer,Quantum Computing,London,73267,"Qiskit, Quantum Algorithms",1,3,2025-06-23,0.1162833725878476
8417,Quantum Software Developer,Quantum Computing,London,131492,"Quantum Algorithms, Qiskit",1,2,2025-11-10,0.4074418558134185
1478,Smart Contract Engineer,Blockchain,Tokyo,63883,"Rust, Ethereum",1,1,2025-07-16,0.06935797616725925
1791,Smart Contract Engineer,Blockchain,Berlin,60385,"Ethereum, Solidity",1,2,2025-03-30,0.05186596458592735
2009,Sustainability Analyst,Green Tech,New York,205443,"Energy Modeling, Climate Data Analysis",1,1,2025-11-16,0.7772393825289909
683,AI Engineer,AI,Berlin,164579,"PyTorch, TensorFlow",0,2,2025-08-03,0.572895883026548
2817,Quantum Researcher,Quantum Computing,New York,69889,"Qiskit, Quantum Algorithms",1,3,2025-08-23,0.09939143001445166
9432,Blockchain Developer,Blockchain,Tokyo,220568,"Solidity, Rust",0,3,2025-01-05,0.8528730804042466
3775,Data Scientist,AI,New York,132543,"TensorFlow, PyTorch",1,3,2025-09-07,0.41269746020792397
6496,Quantum Software Developer,Quantum Computing,Singapore,125120,"Linear Algebra, Quantum Algorithms",0,3,2025-12-24,0.37557819149202154
8879,Quantum Software Developer,Quantum Computing,Tokyo,246606,"Linear Algebra, Qiskit",0,3,2025-08-24,0.9830780539762074
7362,ML Researcher,AI,Singapore,109777,"TensorFlow, PyTorch",0,3,2025-10-01,0.298854368252349
8367,Blockchain Developer,Blockchain,London,51985,"Solidity, Rust",0,1,2025-02-13,0.009861134030413499
7475,Quantum Software Developer,Quantum Computing,Dubai,227993,"Qiskit, Quantum Algorithms",1,2,2025-08-31,0.8900023502702812
47,Renewable Energy Engineer,Green Tech,Singapore,188452,"Energy Modeling, Climate Data Analysis",1,1,2025-01-19,0.6922746115803318
31,Renewable Energy Engineer,Green Tech,London,103065,"Climate Data Analysis, Energy Modeling",0,3,2025-05-04,0.265290508408467
8251,Sustainability Analyst,Green Tech,Berlin,193908,"Climate Data Analysis, Energy Modeling",1,1,2025-01-23,0.7195577491411512
6936,AI Engineer,AI,Singapore,228090,"TensorFlow, Python",1,1,2025-04-03,0.8904874060516961
1469,Renewable Energy Engineer,Green Tech,New York,183085,"Energy Modeling, Climate Data Analysis",1,3,2025-05-31,0.6654365252003981
1666,Smart Contract Engineer,Blockchain,New York,113710,"Ethereum, Solidity",0,1,2025-03-20,0.3185216299874486
1417,Data Scientist,AI,New York,57049,"TensorFlow, PyTorch",0,2,2025-10-01,0.03518404616530901
6481,Sustainability Analyst,Green Tech,Tokyo,122468,"Energy Modeling, Climate Data Analysis",0,1,2025-06-16,0.36231666641663796
4853,Quantum Software Developer,Quantum Computing,Dubai,192150,"Qiskit, Linear Algebra",1,3,2025-12-11,0.7107667381748901
2471,Quantum Software Developer,Quantum Computing,Singapore,52969,"Quantum Algorithms, Qiskit",1,2,2025-01-23,0.014781699895487943
4374,Data Scientist,AI,Tokyo,64120,"PyTorch, TensorFlow",1,2,2025-12-25,0.07054311245793266
8525,Sustainability Analyst,Green Tech,Singapore,243875,"Climate Data Analysis, Energy Modeling",1,1,2025-02-14,0.9694214834705992
430,AI Engineer,AI,Berlin,120612,"Python, TensorFlow",0,3,2025-06-05,0.3530355990938958
5245,Blockchain Developer,Blockchain,Tokyo,210051,"Ethereum, Solidity",1,2,2025-11-24,0.8002820324337299
2120,Quantum Researcher,Quantum Computing,Berlin,93434,"Qiskit, Linear Algebra",1,2,2025-05-06,0.21712996994654388
386,AI Engineer,AI,Tokyo,155438,"PyTorch, Python",0,2,2025-08-29,0.5271856263470299
1946,Sustainability Analyst,Green Tech,Singapore,85851,"Climate Data Analysis, Energy Modeling",0,2,2025-07-16,0.17921060922006032
4225,Quantum Software Developer,Quantum Computing,Berlin,161552,"Linear Algebra, Quantum Algorithms",1,1,2025-05-28,0.5577591423013647
474,AI Engineer,AI,London,81161,"Python, TensorFlow",1,1,2025-05-25,0.15575791215989837
2130,Blockchain Developer,Blockchain,New York,75142,"Ethereum, Solidity",1,2,2025-09-23,0.1256594508368462
6557,Smart Contract Engineer,Blockchain,New York,226852,"Ethereum, Rust",0,3,2025-02-12,0.8842966941198238
6999,Renewable Energy Engineer,Green Tech,London,241554,"Climate Data Analysis, Energy Modeling",1,2,2025-11-23,0.9578151487421054
1056,Renewable Energy Engineer,Green Tech,Dubai,142709,"Energy Modeling, Climate Data Analysis",0,2,2025-02-10,0.46353330633022805
3275,Quantum Researcher,Quantum Computing,London,89705,"Quantum Algorithms, Qiskit",1,2,2025-08-20,0.19848282552493535
4962,ML Researcher,AI,Berlin,78223,"Python, TensorFlow",1,2,2025-07-11,0.1410662226156008
5364,Blockchain Developer,Blockchain,New York,96007,"Solidity, Ethereum",0,2,2025-08-09,0.22999644959170307
5817,Blockchain Developer,Blockchain,Tokyo,90296,"Rust, Solidity",0,2,2025-04-19,0.2014381653890197
812,Blockchain Developer,Blockchain,Singapore,204897,"Rust, Ethereum",0,2,2025-12-26,0.7745090685428824
4574,Data Scientist,AI,Tokyo,243643,"Python, PyTorch",1,1,2025-01-30,0.9682613500552564
6138,Sustainability Analyst,Green Tech,New York,52019,"Energy Modeling, Climate Data Analysis",1,2,2025-05-26,0.010031153582661989
2389,Quantum Researcher,Quantum Computing,Berlin,167124,"Qiskit, Quantum Algorithms",0,2,2025-02-09,0.5856223465698556
9649,Smart Contract Engineer,Blockchain,Berlin,71210,"Solidity, Ethereum",0,3,2025-11-06,0.10599718967681282
6226,Quantum Researcher,Quantum Computing,Tokyo,126684,"Quantum Algorithms, Linear Algebra",1,2,2025-05-31,0.383399090895453
112,Quantum Researcher,Quantum Computing,Dubai,93416,"Linear Algebra, Quantum Algorithms",1,2,2025-08-25,0.21703995959535344
8910,Data Scientist,AI,Singapore,188442,"TensorFlow, PyTorch",0,2,2025-02-03,0.6922246058296705
1746,ML Researcher,AI,London,63741,"PyTorch, Python",1,3,2025-10-13,0.0686478945078684
7852,Quantum Software Developer,Quantum Computing,Singapore,212506,"Quantum Algorithms, Qiskit",1,2,2025-12-17,0.8125584442210854
1453,Sustainability Analyst,Green Tech,Tokyo,242716,"Climate Data Analysis, Energy Modeling",0,2,2025-04-21,0.9636258169689516
320,Sustainability Analyst,Green Tech,New York,102711,"Climate Data Analysis, Energy Modeling",0,3,2025-08-08,0.26352030483505606
8594,Blockchain Developer,Blockchain,Tokyo,187962,"Solidity, Ethereum",1,3,2025-03-05,0.6898243297979267
3334,Quantum Researcher,Quantum Computing,Singapore,164857,"Qiskit, Linear Algebra",1,1,2025-01-15,0.5742860428949329
1923,Quantum Researcher,Quantum Computing,Dubai,208782,"Qiskit, Linear Algebra",1,2,2025-09-09,0.7939363026748076
5866,Blockchain Developer,Blockchain,Dubai,171285,"Solidity, Rust",0,2,2025-07-01,0.6064297394200333
9529,Smart Contract Engineer,Blockchain,London,124451,"Ethereum, Solidity",1,1,2025-05-28,0.3722328067727789
3686,Blockchain Developer,Blockchain,Dubai,180423,"Rust, Ethereum",1,2,2025-07-16,0.6521249943743531
4276,Data Scientist,AI,Dubai,97410,"TensorFlow, Python",1,2,2025-07-12,0.2370122564094871
4890,Sustainability Analyst,Green Tech,Singapore,92849,"Climate Data Analysis, Energy Modeling",0,1,2025-01-26,0.2142046335328563
5226,Quantum Researcher,Quantum Computing,Singapore,234726,"Qiskit, Quantum Algorithms",0,3,2025-12-26,0.9236712221905519
7473,Quantum Software Developer,Quantum Computing,Tokyo,216927,"Quantum Algorithms, Qiskit",1,1,2025-02-08,0.8346659865884578
3606,Quantum Researcher,Quantum Computing,New York,169160,"Qiskit, Quantum Algorithms",1,1,2025-10-13,0.5958035174045015
1053,Renewable Energy Engineer,Green Tech,London,206636,"Energy Modeling, Climate Data Analysis",1,2,2025-08-01,0.7832050685828871
4157,Data Scientist,AI,Singapore,203042,"TensorFlow, Python",0,2,2025-07-09,0.7652330017952065
9677,Quantum Software Developer,Quantum Computing,Berlin,179944,"Quantum Algorithms, Linear Algebra",0,1,2025-11-06,0.6497297189176755
100,AI Engineer,AI,Tokyo,201677,"PyTorch, TensorFlow",0,3,2025-12-05,0.7584072168299354
7509,Renewable Energy Engineer,Green Tech,Tokyo,204769,"Climate Data Analysis, Energy Modeling",1,3,2025-07-21,0.7738689949344175
1457,Renewable Energy Engineer,Green Tech,New York,68465,"Energy Modeling, Climate Data Analysis",1,3,2025-08-06,0.09227061112027884
7689,Smart Contract Engineer,Blockchain,London,183612,"Ethereum, Solidity",1,3,2025-11-29,0.6680718282602499
4005,Blockchain Developer,Blockchain,Dubai,222852,"Solidity, Ethereum",0,1,2025-05-28,0.8642943938552934
6867,ML Researcher,AI,Tokyo,153790,"TensorFlow, Python",1,2,2025-10-02,0.5189446786380434
4510,Smart Contract Engineer,Blockchain,Singapore,124846,"Solidity, Rust",1,2,2025-12-18,0.37420803392390123
3300,Renewable Energy Engineer,Green Tech,New York,192989,"Climate Data Analysis, Energy Modeling",1,1,2025-10-18,0.7149622206553754
3800,Renewable Energy Engineer,Green Tech,Berlin,196173,"Climate Data Analysis, Energy Modeling",0,3,2025-04-11,0.7308840516659416
4282,Blockchain Developer,Blockchain,Singapore,173926,"Rust, Ethereum",0,3,2025-01-18,0.6196362581696896
9052,ML Researcher,AI,Tokyo,155364,"PyTorch, TensorFlow",1,3,2025-11-23,0.5268155837921361
6463,Smart Contract Engineer,Blockchain,New York,180123,"Rust, Ethereum",1,1,2025-03-08,0.6506248218545133
7913,Quantum Researcher,Quantum Computing,Dubai,240875,"Quantum Algorithms, Qiskit",1,3,2025-12-22,0.9544197582722014
1415,AI Engineer,AI,Singapore,115824,"Python, PyTorch",0,1,2025-03-09,0.32909284567725294
541,Data Scientist,AI,New York,166746,"TensorFlow, Python",1,1,2025-02-04,0.5837321291948574
5816,Quantum Software Developer,Quantum Computing,Tokyo,147273,"Quantum Algorithms, Linear Algebra",1,3,2025-03-11,0.4863559309320572
8200,Sustainability Analyst,Green Tech,Dubai,124711,"Climate Data Analysis, Energy Modeling",0,1,2025-12-18,0.3735329562899734
3681,Renewable Energy Engineer,Green Tech,New York,248349,"Climate Data Analysis, Energy Modeling",0,1,2025-05-02,0.9917940563164764
755,Smart Contract Engineer,Blockchain,Singapore,119370,"Solidity, Rust",0,1,2025-02-11,0.3468248848617591
4197,Quantum Researcher,Quantum Computing,Singapore,151165,"Qiskit, Linear Algebra",0,3,2025-11-22,0.5058181690894453
2651,ML Researcher,AI,Dubai,190722,"Python, PyTorch",1,1,2025-10-09,0.7036259169804527
4523,Renewable Energy Engineer,Green Tech,London,194386,"Energy Modeling, Climate Data Analysis",1,2,2025-04-14,0.7219480240227627
9520,Quantum Software Developer,Quantum Computing,Tokyo,233750,"Linear Algebra, Quantum Algorithms",1,2,2025-07-25,0.9187906609260066
3119,Quantum Researcher,Quantum Computing,Tokyo,224176,"Linear Algebra, Qiskit",1,3,2025-03-11,0.8709151552428529
3729,ML Researcher,AI,Tokyo,201115,"TensorFlow, Python",1,1,2025-07-25,0.755596893642769
3887,Quantum Researcher,Quantum Computing,Berlin,162350,"Linear Algebra, Qiskit",0,1,2025-01-04,0.5617496012041385
7108,Blockchain Developer,Blockchain,London,212949,"Rust, Solidity",1,3,2025-12-27,0.8147736989753822
8069,Renewable Energy Engineer,Green Tech,London,239616,"Climate Data Analysis, Energy Modeling",1,1,2025-03-28,0.9481240342639403
7326,Renewable Energy Engineer,Green Tech,London,97376,"Climate Data Analysis, Energy Modeling",1,2,2025-09-05,0.2368422368572386
8484,Blockchain Developer,Blockchain,New York,91749,"Rust, Solidity",0,1,2025-02-25,0.20870400096011044
8768,Sustainability Analyst,Green Tech,New York,177226,"Climate Data Analysis, Energy Modeling",0,2,2025-08-31,0.6361381558879271
6501,Smart Contract Engineer,Blockchain,Tokyo,214321,"Solidity, Ethereum",0,2,2025-04-10,0.8216344879661162
8427,Smart Contract Engineer,Blockchain,Dubai,72132,"Ethereum, Rust",0,2,2025-07-24,0.11060771988778711
7964,Quantum Software Developer,Quantum Computing,Berlin,95470,"Qiskit, Quantum Algorithms",0,1,2025-09-13,0.22731114078118986
602,Blockchain Developer,Blockchain,London,215581,"Ethereum, Solidity",0,2,2025-11-17,0.8279352125494432
9250,Smart Contract Engineer,Blockchain,Tokyo,217653,"Solidity, Rust",1,2,2025-08-16,0.83829640408647
8920,Quantum Researcher,Quantum Computing,Tokyo,202924,"Qiskit, Linear Algebra",1,1,2025-05-16,0.7646429339374028
6815,Quantum Software Developer,Quantum Computing,New York,100699,"Linear Algebra, Quantum Algorithms",0,3,2025-11-19,0.2534591478019972
5412,Sustainability Analyst,Green Tech,Tokyo,220241,"Energy Modeling, Climate Data Analysis",0,1,2025-06-23,0.8512378923576212
8748,Sustainability Analyst,Green Tech,Dubai,104671,"Climate Data Analysis, Energy Modeling",1,1,2025-04-27,0.27332143196467595
5523,Quantum Software Developer,Quantum Computing,Tokyo,55775,"Qiskit, Linear Algebra",0,3,2025-12-07,0.02881331353105604
1045,Data Scientist,AI,Tokyo,142768,"Python, PyTorch",1,1,2025-03-08,0.4638283402591298
7335,Quantum Software Developer,Quantum Computing,Dubai,72083,"Qiskit, Quantum Algorithms",0,1,2025-12-02,0.1103626917095466
1558,Blockchain Developer,Blockchain,New York,215455,"Rust, Ethereum",1,3,2025-09-18,0.8273051400911104
3740,Quantum Software Developer,Quantum Computing,Tokyo,116416,"Quantum Algorithms, Qiskit",0,1,2025-05-18,0.33205318611640344
3523,Sustainability Analyst,Green Tech,Dubai,138388,"Energy Modeling, Climate Data Analysis",0,3,2025-04-05,0.441925821469469
181,Quantum Researcher,Quantum Computing,London,51885,"Quantum Algorithms, Linear Algebra",0,2,2025-05-05,0.009361076523800249
2116,Blockchain Developer,Blockchain,Dubai,241384,"Ethereum, Solidity",0,1,2025-01-27,0.9569650509808629
1700,Blockchain Developer,Blockchain,Tokyo,120288,"Ethereum, Rust",1,2,2025-05-29,0.3514154127724688
1380,Sustainability Analyst,Green Tech,Dubai,240556,"Climate Data Analysis, Energy Modeling",0,3,2025-04-07,0.952824574826105
7230,ML Researcher,AI,Dubai,113282,"Python, TensorFlow",0,1,2025-06-19,0.3163813838591438
9144,Smart Contract Engineer,Blockchain,Berlin,141984,"Solidity, Ethereum",1,2,2025-07-02,0.4599078894072819
619,Quantum Software Developer,Quantum Computing,Singapore,96696,"Linear Algebra, Qiskit",1,2,2025-08-09,0.2334418458122684
3182,Data Scientist,AI,Singapore,192569,"Python, PyTorch",1,3,2025-09-23,0.7128619791275997
9852,Data Scientist,AI,Tokyo,206081,"PyTorch, Python",1,2,2025-10-18,0.7804297494211834
1601,AI Engineer,AI,Tokyo,168223,"TensorFlow, PyTorch",0,2,2025-09-19,0.5911179785675353
5964,Blockchain Developer,Blockchain,London,135096,"Solidity, Ethereum",1,3,2025-06-23,0.4254639283517605
1616,AI Engineer,AI,Dubai,142457,"PyTorch, TensorFlow",1,3,2025-01-20,0.46227316141356256
5921,Quantum Researcher,Quantum Computing,Berlin,155087,"Linear Algebra, Quantum Algorithms",1,3,2025-02-19,0.5254304244988174
9592,Blockchain Developer,Blockchain,Berlin,93343,"Rust, Ethereum",0,3,2025-05-26,0.21667491761552576
3892,Smart Contract Engineer,Blockchain,Tokyo,84632,"Ethereum, Solidity",0,3,2025-03-19,0.17311490821444464
2084,Quantum Software Developer,Quantum Computing,London,89037,"Qiskit, Linear Algebra",0,3,2025-08-05,0.19514244138075876
4575,Smart Contract Engineer,Blockchain,Tokyo,94135,"Solidity, Ethereum",1,3,2025-03-12,0.22063537306790282
5595,Blockchain Developer,Blockchain,London,130964,"Ethereum, Rust",1,2,2025-12-17,0.40480155217850056
5122,Sustainability Analyst,Green Tech,Singapore,82172,"Energy Modeling, Climate Data Analysis",0,1,2025-05-16,0.16081349355175845
4588,Renewable Energy Engineer,Green Tech,Berlin,203735,"Energy Modeling, Climate Data Analysis",1,1,2025-12-04,0.7686984003160364
4903,AI Engineer,AI,Singapore,185357,"PyTorch, TensorFlow",0,1,2025-06-02,0.6767978317506513
8253,Quantum Researcher,Quantum Computing,New York,144186,"Qiskit, Linear Algebra",0,3,2025-04-20,0.4709191557029059
5917,Smart Contract Engineer,Blockchain,Berlin,136380,"Rust, Ethereum",0,3,2025-09-09,0.4318846667366747
5130,Data Scientist,AI,Dubai,234798,"TensorFlow, PyTorch",0,2,2025-07-29,0.9240312635953134
8335,Sustainability Analyst,Green Tech,London,244362,"Energy Modeling, Climate Data Analysis",0,2,2025-12-10,0.9718567635278057
1919,Renewable Energy Engineer,Green Tech,Dubai,50758,"Climate Data Analysis, Energy Modeling",1,3,2025-12-03,0.003725428424268762
8331,AI Engineer,AI,London,172401,"Python, PyTorch",0,2,2025-07-19,0.6120103811938373
5708,Quantum Researcher,Quantum Computing,New York,241572,"Quantum Algorithms, Qiskit",0,2,2025-08-06,0.9579051590932959
5385,ML Researcher,AI,Berlin,127398,"Python, PyTorch",1,1,2025-10-16,0.3869695014926716
6337,Quantum Researcher,Quantum Computing,London,111479,"Quantum Algorithms, Qiskit",0,2,2025-10-14,0.3073653470149067
2055,Quantum Researcher,Quantum Computing,London,203638,"Linear Algebra, Quantum Algorithms",1,1,2025-10-31,0.7682133445346215
7613,Quantum Software Developer,Quantum Computing,Dubai,148601,"Quantum Algorithms, Linear Algebra",1,2,2025-01-29,0.49299669461988127
9210,Sustainability Analyst,Green Tech,London,168432,"Energy Modeling, Climate Data Analysis",1,1,2025-03-30,0.592163098756357
3964,Data Scientist,AI,London,242878,"PyTorch, TensorFlow",0,3,2025-04-03,0.9644359101296649
1127,Quantum Researcher,Quantum Computing,Dubai,177748,"Quantum Algorithms, Linear Algebra",0,3,2025-06-04,0.6387484560724483
3429,Data Scientist,AI,Dubai,114938,"Python, PyTorch",0,3,2025-03-07,0.32466233616865936
4602,ML Researcher,AI,Tokyo,230693,"Python, PyTorch",1,2,2025-05-04,0.9035039029488392
3722,Data Scientist,AI,London,54862,"PyTorch, Python",1,3,2025-01-01,0.024247788495676992
2390,ML Researcher,AI,New York,108387,"PyTorch, TensorFlow",1,3,2025-10-14,0.2919035689104247
1323,ML Researcher,AI,London,212244,"Python, TensorFlow",0,3,2025-01-30,0.8112482935537588
1604,Smart Contract Engineer,Blockchain,Singapore,73158,"Ethereum, Solidity",1,1,2025-11-27,0.11573830990563916
7225,ML Researcher,AI,New York,232597,"Python, PyTorch",0,2,2025-07-20,0.9130249978747556
7426,ML Researcher,AI,Tokyo,226976,"TensorFlow, Python",0,2,2025-09-05,0.8849167654280243
4337,Data Scientist,AI,London,90099,"TensorFlow, Python",0,3,2025-03-30,0.20045305210099162
5594,Quantum Software Developer,Quantum Computing,New York,129002,"Quantum Algorithms, Qiskit",0,3,2025-04-22,0.3949904238987484
4412,Quantum Researcher,Quantum Computing,London,78938,"Quantum Algorithms, Linear Algebra",1,1,2025-06-26,0.14464163378788558
5859,Quantum Software Developer,Quantum Computing,New York,176402,"Quantum Algorithms, Linear Algebra",1,3,2025-02-16,0.6320176820334339
9344,AI Engineer,AI,Singapore,104910,"TensorFlow, Python",1,3,2025-03-09,0.27451656940548164
3992,ML Researcher,AI,Singapore,201802,"Python, PyTorch",0,2,2025-05-14,0.7590322887132019
6080,Quantum Software Developer,Quantum Computing,Dubai,248002,"Quantum Algorithms, Linear Algebra",1,3,2025-06-01,0.9900588567685285
1560,Blockchain Developer,Blockchain,Berlin,93501,"Rust, Ethereum",0,1,2025-03-20,0.21746500847597472
4683,Smart Contract Engineer,Blockchain,London,173768,"Rust, Ethereum",0,3,2025-08-09,0.6188461673092406
7558,Renewable Energy Engineer,Green Tech,New York,146269,"Climate Data Analysis, Energy Modeling",0,3,2025-10-11,0.48133535356566004
