job_id,job_title,industry,location,salary_usd,skills_required,remote_option,company_size,posting_date,salary_usd_normalized
147,Sustainability Analyst,Green Tech,London,240330,"Climate Data Analysis, Energy Modeling",0,3,2025-03-13,0.9516944448611591
148,Smart Contract Engineer,Blockchain,Tokyo,115024,"Solidity, Ethereum",1,1,2025-03-02,0.32509238562434684
149,Quantum Researcher,Quantum Computing,Tokyo,243406,"Quantum Algorithms, Linear Algebra",1,3,2025-08-17,0.967076213764583
150,Renewable Energy Engineer,Green Tech,Berlin,193325,"Climate Data Analysis, Energy Modeling",0,3,2025-03-22,0.716642413877596
151,Quantum Researcher,Quantum Computing,Dubai,239742,"Qiskit, Quantum Algorithms",0,3,2025-10-18,0.9487541067222731
152,Quantum Software Developer,Quantum Computing,Berlin,123810,"Linear Algebra, Quantum Algorithms",1,3,2025-04-24,0.36902743815538785
153,Data Scientist,AI,Berlin,237464,"TensorFlow, Python",1,3,2025-01-09,0.9373627967216229
154,Blockchain Developer,Blockchain,Singapore,195943,"Solidity, Ethereum",0,2,2025-10-14,0.7297339194007311
155,ML Researcher,AI,London,144746,"Python, TensorFlow",0,3,2025-01-23,0.47371947773994005
156,AI Engineer,AI,London,97601,"Python, PyTorch",0,2,2025-02-21,0.2379673662471184
157,Sustainability Analyst,Green Tech,New York,72704,"Climate Data Analysis, Energy Modeling",0,1,2025-04-23,0.11346804882561495
158,Renewable Energy Engineer,Green Tech,Tokyo,181649,"Climate Data Analysis, Energy Modeling",1,2,2025-07-06,0.6582556994054316
159,ML Researcher,AI,Singapore,175481,"Python, TensorFlow",0,2,2025-04-30,0.6274121523975258
160,AI Engineer,AI,Tokyo,160689,"Python, TensorFlow",1,1,2025-02-27,0.5534436460192922
161,Quantum Researcher,Quantum Computing,Dubai,200863,"Quantum Algorithms, Qiskit",1,1,2025-07-13,0.7543367487261035
162,Sustainability Analyst,Green Tech,Singapore,78820,"Climate Data Analysis, Energy Modeling",0,2,2025-12-16,0.14405156593008195
163,Quantum Software Developer,Quantum Computing,Tokyo,162922,"Linear Algebra, Quantum Algorithms",0,1,2025-12-14,0.5646099301419664
164,Quantum Researcher,Quantum Computing,New York,100994,"Quantum Algorithms, Qiskit",0,1,2025-01-28,0.2549343174465063
165,Quantum Software Developer,Quantum Computing,Berlin,202658,"Qiskit, Linear Algebra",1,2,2025-05-25,0.7633127809698115
166,AI Engineer,AI,Dubai,202405,"TensorFlow, PyTorch",0,2,2025-06-24,0.7620476354780801
167,Quantum Software Developer,Quantum Computing,Berlin,175493,"Quantum Algorithms, Linear Algebra",0,3,2025-07-03,0.6274721592983193
168,Smart Contract Engineer,Blockchain,Singapore,126396,"Ethereum, Rust",0,1,2025-03-01,0.38195892527640685
169,Smart Contract Engineer,Blockchain,Singapore,219622,"Rust, Ethereum",0,1,2025-01-17,0.848142536391685
170,Renewable Energy Engineer,Green Tech,Singapore,153416,"Climate Data Analysis, Energy Modeling",0,2,2025-11-10,0.5170744635633098
171,Quantum Researcher,Quantum Computing,Berlin,98465,"Linear Algebra, Quantum Algorithms",1,3,2025-07-02,0.24228786310425698
172,Smart Contract Engineer,Blockchain,Berlin,117711,"Rust, Ethereum",0,1,2025-03-05,0.33852893082704516
173,Blockchain Developer,Blockchain,Dubai,218890,"Rust, Ethereum",1,2,2025-02-23,0.844482115443276
174,Renewable Energy Engineer,Green Tech,New York,197656,"Climate Data Analysis, Energy Modeling",1,3,2025-06-24,0.7382999044890163
175,Smart Contract Engineer,Blockchain,Singapore,182118,"Ethereum, Solidity",0,1,2025-07-30,0.6606009691114478
176,Sustainability Analyst,Green Tech,Berlin,73481,"Energy Modeling, Climate Data Analysis",1,3,2025-06-01,0.11735349565199998
177,Blockchain Developer,Blockchain,New York,155470,"Ethereum, Solidity",0,1,2025-09-24,0.5273456447491461
178,Renewable Energy Engineer,Green Tech,Dubai,129100,"Energy Modeling, Climate Data Analysis",0,2,2025-12-12,0.3954804802552294
179,Quantum Researcher,Quantum Computing,London,146322,"Linear Algebra, Qiskit",1,3,2025-01-21,0.48160038404416505
180,Smart Contract Engineer,Blockchain,Dubai,57434,"Ethereum, Solidity",0,1,2025-06-15,0.03710926756577004
181,Quantum Researcher,Quantum Computing,London,51885,"Quantum Algorithms, Linear Algebra",0,2,2025-05-05,0.009361076523800249
182,Quantum Software Developer,Quantum Computing,London,83588,"Quantum Algorithms, Qiskit",1,3,2025-11-14,0.1678943078454022
183,Renewable Energy Engineer,Green Tech,Singapore,141564,"Climate Data Analysis, Energy Modeling",1,3,2025-03-27,0.4578076478795061
184,Quantum Researcher,Quantum Computing,Berlin,229705,"Linear Algebra, Quantum Algorithms",0,3,2025-04-11,0.8985633347835
185,Sustainability Analyst,Green Tech,Dubai,86346,"Energy Modeling, Climate Data Analysis",1,2,2025-09-18,0.18168589387779593
186,ML Researcher,AI,Tokyo,132971,"Python, PyTorch",1,1,2025-07-16,0.41483770633622863
187,Renewable Energy Engineer,Green Tech,Tokyo,168602,"Energy Modeling, Climate Data Analysis",1,1,2025-01-16,0.5930131965175995
188,Quantum Software Developer,Quantum Computing,Tokyo,165036,"Qiskit, Linear Algebra",1,1,2025-08-05,0.5751811458317707
189,Sustainability Analyst,Green Tech,London,149363,"Energy Modeling, Climate Data Analysis",0,3,2025-09-16,0.49680713282027433
190,Smart Contract Engineer,Blockchain,Dubai,169342,"Solidity, Rust",0,1,2025-03-14,0.5967136220665377
191,Quantum Researcher,Quantum Computing,London,86692,"Quantum Algorithms, Qiskit",1,2,2025-10-04,0.18341609285067784
192,Data Scientist,AI,Singapore,178069,"TensorFlow, Python",1,2,2025-10-02,0.640353640668677
193,Sustainability Analyst,Green Tech,New York,188115,"Climate Data Analysis, Energy Modeling",1,1,2025-09-28,0.6905894177830451
194,ML Researcher,AI,London,78160,"TensorFlow, Python",1,1,2025-02-01,0.1407511863864344
195,Quantum Software Developer,Quantum Computing,Dubai,223060,"Qiskit, Linear Algebra",0,1,2025-10-11,0.8653345134690489
196,Smart Contract Engineer,Blockchain,Tokyo,113011,"Solidity, Rust",1,3,2025-09-13,0.3150262280162218
197,Quantum Software Developer,Quantum Computing,Singapore,163975,"Quantum Algorithms, Qiskit",0,3,2025-02-05,0.569875535686604
198,Blockchain Developer,Blockchain,New York,154984,"Rust, Ethereum",0,1,2025-09-16,0.5249153652670058
199,ML Researcher,AI,Singapore,108419,"TensorFlow, Python",1,1,2025-10-13,0.2920635873125409
200,Renewable Energy Engineer,Green Tech,London,141585,"Energy Modeling, Climate Data Analysis",1,3,2025-01-09,0.4579126599558949
201,Smart Contract Engineer,Blockchain,Singapore,162399,"Rust, Solidity",1,3,2025-08-09,0.561994629382379
202,Smart Contract Engineer,Blockchain,London,235501,"Rust, Ethereum",1,3,2025-03-30,0.9275466678668047
203,Quantum Software Developer,Quantum Computing,Tokyo,155892,"Linear Algebra, Quantum Algorithms",1,3,2025-07-30,0.5294558874270542
204,Smart Contract Engineer,Blockchain,Singapore,79487,"Rust, Solidity",0,3,2025-06-15,0.1473869494991924
205,Data Scientist,AI,London,208206,"TensorFlow, Python",0,1,2025-03-15,0.7910559714367154
206,Smart Contract Engineer,Blockchain,Dubai,124758,"Rust, Solidity",1,3,2025-06-19,0.3737679833180816
207,Quantum Software Developer,Quantum Computing,Berlin,66624,"Qiskit, Quantum Algorithms",0,3,2025-03-11,0.08306455242352867
208,Quantum Software Developer,Quantum Computing,New York,164103,"Quantum Algorithms, Qiskit",1,1,2025-10-07,0.570515609295069
209,Sustainability Analyst,Green Tech,New York,203897,"Climate Data Analysis, Energy Modeling",1,2,2025-06-05,0.7695084934767498
210,Smart Contract Engineer,Blockchain,Berlin,65042,"Solidity, Rust",1,2,2025-08-16,0.0751536426689069
211,Sustainability Analyst,Green Tech,Dubai,121216,"Climate Data Analysis, Energy Modeling",1,3,2025-10-21,0.35605594643383986
212,Quantum Researcher,Quantum Computing,Singapore,215387,"Quantum Algorithms, Qiskit",0,1,2025-11-30,0.8269651009866135
213,Smart Contract Engineer,Blockchain,London,240101,"Ethereum, Solidity",1,2,2025-12-30,0.9505493131710148
214,ML Researcher,AI,Dubai,220415,"PyTorch, TensorFlow",0,3,2025-11-13,0.8521079924191282
215,Sustainability Analyst,Green Tech,Berlin,221994,"Climate Data Analysis, Energy Modeling",1,3,2025-12-15,0.8600039004485516
216,Quantum Researcher,Quantum Computing,Dubai,175521,"Qiskit, Linear Algebra",1,2,2025-05-02,0.627612175400171
217,Renewable Energy Engineer,Green Tech,London,97662,"Energy Modeling, Climate Data Analysis",0,1,2025-02-20,0.23827240132615252
218,Blockchain Developer,Blockchain,Dubai,100205,"Ethereum, Solidity",0,1,2025-11-07,0.2509888637193277
219,Renewable Energy Engineer,Green Tech,Berlin,188304,"Energy Modeling, Climate Data Analysis",1,3,2025-01-10,0.6915345264705441
220,Blockchain Developer,Blockchain,Berlin,89969,"Ethereum, Rust",1,1,2025-03-31,0.19980297734239438
221,Quantum Researcher,Quantum Computing,London,186919,"Quantum Algorithms, Qiskit",0,2,2025-09-29,0.6846087300039505
222,AI Engineer,AI,Dubai,179721,"Python, PyTorch",0,3,2025-10-16,0.648614590677928
223,Renewable Energy Engineer,Green Tech,Dubai,170643,"Energy Modeling, Climate Data Analysis",1,1,2025-01-16,0.6032193702275762
224,Sustainability Analyst,Green Tech,Berlin,231713,"Energy Modeling, Climate Data Analysis",0,2,2025-08-06,0.9086044895162944
225,Quantum Software Developer,Quantum Computing,Tokyo,103854,"Linear Algebra, Quantum Algorithms",0,1,2025-09-15,0.2692359621356456
226,Quantum Researcher,Quantum Computing,New York,127374,"Linear Algebra, Quantum Algorithms",0,2,2025-05-24,0.3868494876910845
227,Blockchain Developer,Blockchain,Dubai,104431,"Solidity, Rust",1,1,2025-07-17,0.27212129394880413
228,Blockchain Developer,Blockchain,Tokyo,153673,"Rust, Ethereum",0,3,2025-10-31,0.5183596113553058
229,Sustainability Analyst,Green Tech,Tokyo,152582,"Climate Data Analysis, Energy Modeling",0,2,2025-08-26,0.5129039839581552
230,Data Scientist,AI,London,233856,"TensorFlow, PyTorch",1,2,2025-11-25,0.9193207218830166
231,Blockchain Developer,Blockchain,London,223210,"Ethereum, Rust",0,2,2025-03-23,0.8660845997289688
232,Sustainability Analyst,Green Tech,Singapore,174471,"Climate Data Analysis, Energy Modeling",0,3,2025-04-16,0.6223615715807318
233,Blockchain Developer,Blockchain,Berlin,87352,"Solidity, Rust",1,3,2025-06-02,0.18671647239432537
